conm,quarter,firm,tpuashare
UNITED TECHNOLOGIES CORP,2010q1,UTX,0
THOMAS PROPERTIES GROUP,2010q1,TPGI,0
NATIONAL RESEARCH CORP,2010q1,NRC,0
IPASS INC,2010q1,IPAS,0
ROSETTA RESOURCES INC,2010q1,ROSE.3,0
MURPHY OIL CORP,2010q1,MUR,0
SALESFORCE.COM INC,2010q1,CRM,0
ALASKA COMMUNICATIONS SYS GP,2010q1,ALSK,0
AMERICAN BIO MEDICA CORP,2010q1,ABMC,0
KIMCO REALTY CORP,2010q1,KIM,0
ELIZABETH ARDEN INC,2010q1,RDEN,0
LIBBEY INC,2010q1,LBY,0
TANDY LEATHER FACTORY INC,2010q1,TLF,0
RYLAND GROUP INC,2010q1,RYL,0
TYSON FOODS INC  -CL A,2010q1,TSN,.024348672
MEDICAL ACTION INDUSTRIES,2010q1,MDCI,0
GRAFTECH INTERNATIONAL LTD,2010q1,EAF,0
NACCO INDUSTRIES  -CL A,2010q1,NC,0
APOGEE ENTERPRISES INC,2010q1,APOG,0
VAIL RESORTS INC,2010q1,MTN,0
PROTECTION ONE INC,2010q1,PONE,0
SIGA TECHNOLOGIES INC,2010q1,SIGA,0
ALLIANCE HEALTHCARE SVCS INC,2010q1,AIQ.1,0
LODGENET INTERACTIVE CORP,2010q1,LNETQ,0
HOSPITALITY PROPERTIES TRUST,2010q1,HPT,0
DYNEX CAPITAL INC,2010q1,DX,0
AMB PROPERTY CORP,2010q1,AMB,0
NETEZZA CORP,2010q1,NZ.1,0
STR HOLDINGS INC,2010q1,STRI,0
KOHL'S CORP,2010q1,KSS,0
SPARTON CORP,2010q1,SPA,0
BMP SUNSTONE CORP,2010q1,BJGP,0
EMCOR GROUP INC,2010q1,EME,0
NETFLIX INC,2010q1,NFLX,0
FREIGHTCAR AMERICA INC,2010q1,RAIL,0
WAYSIDE TECHNOLOGY GROUP INC,2010q1,WSTG,0
MAKO SURGICAL CORP,2010q1,MAKO,0
AMDOCS,2010q1,DOX,0
DISH NETWORK CORP,2010q1,DISH,0
ASURE SOFTWARE INC,2010q1,ASUR,0
SIMON PROPERTY GROUP INC,2010q1,SPG,0
MICROSEMI CORP,2010q1,MSCC,0
SMART MODULAR TECHNOLOGIES,2010q1,SMOD,0
LOUISIANA-PACIFIC CORP,2010q1,LPX,0
STRYKER CORP,2010q1,SYK,0
NGAS RESOURCES INC,2010q1,NGAS,0
POINT.360,2010q1,PTSXQ,0
NCO GROUP INC,2010q1,6102B,0
VICAL INC,2010q1,VICL,0
SYMMETRICOM INC,2010q1,SYMM,0
ARI NETWORK SERVICES INC,2010q1,ARIS,0
AKAMAI TECHNOLOGIES INC,2010q1,AKAM,0
SYNERGETICS USA INC,2010q1,SURG.2,0
PROVIDENCE SERVICE CORP,2010q1,PRSC,0
WESTLAKE CHEMICAL CORP,2010q1,WLK,0
VISTA GOLD CORP,2010q1,VGZ,0
ROCKY MOUNTAIN CHOC FACT INC,2010q1,RMCF,0
INTEL CORP,2010q1,INTC,0
CARPENTER TECHNOLOGY CORP,2010q1,CRS,0
FIRST MERCURY FINANCIAL CORP,2010q1,FMR,0
ICAGEN INC,2010q1,ICGN,0
UNIVERSAL DISPLAY CORP,2010q1,OLED,0
EASTMAN CHEMICAL CO,2010q1,EMN,0
SOTHEBY'S,2010q1,BID,0
TESCO CORP,2010q1,TESO,0
PETROQUEST ENERGY INC,2010q1,PQUEQ,0
SUNPOWER CORP,2010q1,SPWR,0
ECHELON CORP,2010q1,ELON,0
ZYMOGENETICS INC,2010q1,ZGEN,0
YOUBET.COM INC,2010q1,UBET,0
INTERMUNE INC,2010q1,ITMN,0
COMFORT SYSTEMS USA INC,2010q1,FIX,0
CRAY INC,2010q1,CRAY,0
NETLIST INC,2010q1,NLST,0
SUN HEALTHCARE GROUP INC,2010q1,SUNH,0
MISSION WEST PROPERTIES INC,2010q1,MSWP,0
UNION DRILLING INC,2010q1,UDRL,0
PROS HOLDINGS INC,2010q1,PRO,0
HARSCO CORP,2010q1,HSC,0
BECTON DICKINSON & CO,2010q1,BDX,0
ZORAN CORP,2010q1,ZRAN,0
FREQUENCY ELECTRONICS INC,2010q1,FEIM,0
CINEMARK HOLDINGS INC,2010q1,CNK,0
SCHIFF NUTRITION INTL INC,2010q1,SHF,0
MANNATECH INC,2010q1,MTEX,0
SANTARUS INC,2010q1,SNTS,0
TEXAS INDUSTRIES INC,2010q1,TXI,0
DOT HILL SYSTEMS CORP,2010q1,HILL,0
BANKS.COM INC,2010q1,BNNX,0
PETROHAWK ENERGY CORP,2010q1,BHP1,0
WOODWARD INC,2010q1,WWD,0
TRINITY INDUSTRIES,2010q1,TRN,0
APACHE CORP,2010q1,APA,0
TREX CO INC,2010q1,TREX,0
ENZO BIOCHEM INC,2010q1,ENZ,0
THORATEC CORP,2010q1,THOR.1,0
AMERICAN CAMPUS COMMUNITIES,2010q1,ACC,0
MERCURY GENERAL CORP,2010q1,MCY,0
STRATEGIC HOTELS & RESORTS,2010q1,BEE,0
COOPER TIRE & RUBBER CO,2010q1,CTB,0
BROOKS AUTOMATION INC,2010q1,BRKS,0
BAKERS FOOTWEAR GROUP INC,2010q1,BKRSQ,0
BLUEPHOENIX SOLUTIONS LTD,2010q1,MDSYF,0
FEDEX CORP,2010q1,FDX,0
COMTECH TELECOMMUN,2010q1,CMTL,0
LYRIS INC,2010q1,LYRI,0
CAVCO INDUSTRIES INC,2010q1,CVCO,0
JOHN BEAN TECHNOLOGIES,2010q1,JBT,0
ORBIT INTERNATIONAL CORP,2010q1,ORBT,0
GEOEYE INC,2010q1,GEOY,0
NMT MEDICAL INC,2010q1,NMTI,0
PETMED EXPRESS INC,2010q1,PETS,0
FLIR SYSTEMS INC,2010q1,FLIR,0
RUSH ENTERPRISES INC,2010q1,RUSHA,0
IGO INC,2010q1,IGOI,0
QUIKSILVER INC,2010q1,ZQKSQ,0
STEC INC,2010q1,STEC,0
MANTECH INTL CORP,2010q1,MANT,0
HYPERCOM CORP,2010q1,HYC,0
AVANIR PHARMACEUTICALS INC,2010q1,AVNR,0
ULTRA PETROLEUM CORP,2010q1,UPLC,0
GRACO INC,2010q1,GGG,0
ZIPREALTY INC,2010q1,ZIPR,0
PENWEST PHARMACEUTICALS CO,2010q1,PPCO,0
GENWORTH FINANCIAL INC,2010q1,GNW,0
TRANSDIGM GROUP INC,2010q1,TDG,0
KB HOME,2010q1,KBH,0
RLI CORP,2010q1,RLI,0
WALTER ENERGY INC,2010q1,WLTGQ,0
HUMANA INC,2010q1,HUM,0
AMPHENOL CORP,2010q1,APH,0
EMERGENCY MEDICAL SVCS CORP,2010q1,EMS,0
UNIFI INC,2010q1,UFI,0
NCI INC,2010q1,NCIT,0
INLAND REAL ESTATE CORP,2010q1,IRC,0
HUNTSMAN CORP,2010q1,HUN,0
DXP ENTERPRISES INC,2010q1,DXPE,0
EXPRESSJET HOLDINGS INC,2010q1,XJT,0
CBL & ASSOCIATES PPTYS INC,2010q1,CBL,0
AEP INDUSTRIES INC,2010q1,AEPI,0
FOREST LABORATORIES  -CL A,2010q1,FRX,0
SAVVIS INC,2010q1,SVVS,0
MICROFLUIDICS INTL CORP,2010q1,3MFLU,0
PFIZER INC,2010q1,PFE,0
UNITED PARCEL SERVICE INC,2010q1,UPS,0
FLOW INTL CORP,2010q1,FLOW.1,0
HESKA CORP,2010q1,HSKA,0
DOMTAR CORP,2010q1,UFS,0
LSB INDUSTRIES INC,2010q1,LXU,0
SAFEGUARD SCIENTIFICS INC,2010q1,SFE,0
REX ENERGY CORP,2010q1,REXXQ,0
EMDEON INC,2010q1,EM.3,0
XETA TECHNOLOGIES INC,2010q1,XETA,0
MANITEX INTERNATIONAL INC,2010q1,MNTX,0
CAPLEASE INC,2010q1,LSE,0
BEL FUSE INC,2010q1,BELFB,0
CHIPOTLE MEXICAN GRILL INC,2010q1,CMG,0
EMERGENT BIOSOLUTIONS INC,2010q1,EBS,0
D R HORTON INC,2010q1,DHI,0
HNI CORP,2010q1,HNI,0
ENTROPIC COMMUNICATIONS INC,2010q1,ENTR.1,0
KKR FINANCIAL HOLDINGS LLC,2010q1,9470B,0
PALM HARBOR HOMES INC,2010q1,PHHMQ,0
CKE RESTAURANTS INC,2010q1,APO3,0
AMTRUST FINANCIAL SERVICES,2010q1,AFSI,0
OPNET TECHNOLOGIES INC,2010q1,OPNT.1,0
CRANE CO,2010q1,CR,0
CARRIAGE SERVICES INC,2010q1,CSV,0
AMERICAN TOWER CORP,2010q1,AMT,0
CA INC,2010q1,CA,0
OLIN CORP,2010q1,OLN,0
OUTDOOR CHANNEL HLDGS INC,2010q1,OUTD,0
KEY ENERGY SERVICES INC,2010q1,KEG,0
SABA SOFTWARE INC,2010q1,SABA,0
UNISYS CORP,2010q1,UIS,0
NORTHROP GRUMMAN CORP,2010q1,NOC,0
MELLANOX TECHNOLOGIES LTD,2010q1,MLNX,0
SRS LABS INC,2010q1,SRSL,0
EOG RESOURCES INC,2010q1,EOG,0
SCHNITZER STEEL INDS  -CL A,2010q1,SCHN,0
STEIN MART INC,2010q1,SMRT,0
LEXMARK INTL INC  -CL A,2010q1,LXK,0
ANIKA THERAPEUTICS INC,2010q1,ANIK,0
LIFEVANTAGE CORP,2010q1,LFVN,0
COLUMBUS MCKINNON CORP,2010q1,CMCO,0
SALIX PHARMACEUTICALS LTD,2010q1,SLXP,0
VANGUARD NATURAL RESOURCES,2010q1,VNRRQ,0
ICU MEDICAL INC,2010q1,ICUI,0
U S CONCRETE INC,2010q1,USCR,0
BRIGHTPOINT INC,2010q1,CELL,0
TRAVELCENTERS OF AMERICA INC,2010q1,TA,0
RAND LOGISTICS INC,2010q1,RLOGQ,0
CARROLS RESTAURANT GROUP INC,2010q1,TAST,0
CATERPILLAR INC,2010q1,CAT,0
DYCOM INDUSTRIES INC,2010q1,DY,0
LEAR CORP,2010q1,LEA,0
ORION ENERGY SYSTEMS INC,2010q1,OESX,0
PACER INTERNATIONAL INC,2010q1,PACR,0
ZEBRA TECHNOLOGIES CP  -CL A,2010q1,ZBRA,0
MATERIAL SCIENCES CORP,2010q1,MASC,0
HALLIBURTON CO,2010q1,HAL,0
PEGASYSTEMS INC,2010q1,PEGA,0
SYMANTEC CORP,2010q1,SYMC,0
BARRETT BUSINESS SVCS INC,2010q1,BBSI,0
TW TELECOM INC,2010q1,TWTC,0
AKORN INC,2010q1,AKRX,0
QAD INC,2010q1,QADA,0
PHOTRONICS INC,2010q1,PLAB,0
NUANCE COMMUNICATIONS INC,2010q1,NUAN,0
SENOMYX INC,2010q1,SNMX,0
INGLES MARKETS INC  -CL A,2010q1,IMKTA,0
LA-Z-BOY INC,2010q1,LZB,0
ODYSSEY HEALTHCARE INC,2010q1,ODSY,0
CRIMSON EXPLORATION INC,2010q1,CXPO,0
EMPLOYERS HOLDINGS INC,2010q1,EIG,0
EMISPHERE TECHNOLOGIES INC,2010q1,EMIS,0
TEAM HEALTH HOLDINGS INC,2010q1,TMH,0
TARGACEPT INC,2010q1,TRGT,0
DIGIMARC CORP,2010q1,DMRC,0
MTS SYSTEMS CORP,2010q1,MTSC,0
VERTRO INC,2010q1,VTRO,0
STILLWATER MINING CO,2010q1,SWC,0
PENN VIRGINIA CORP,2010q1,PVAC,0
IRIS INTERNATIONAL INC,2010q1,IRIS,0
XENONICS HOLDINGS INC,2010q1,XNNHQ,0
UNIVERSAL FOREST PRODS INC,2010q1,UFPI,0
INTL PAPER CO,2010q1,IP,0
KENEXA CORP,2010q1,KNXA,0
MCAFEE INC,2010q1,MFE,0
ENERGY FOCUS INC,2010q1,EFOI,0
SEACHANGE INTERNATIONAL INC,2010q1,SEAC,0
PERVASIVE SOFTWARE INC,2010q1,PVSW,0
WD-40 CO,2010q1,WDFC,0
WELLCARE HEALTH PLANS INC,2010q1,WCG,0
DEXCOM INC,2010q1,DXCM,0
MOLSON COORS BREWING CO,2010q1,TAP,0
SUPREME INDUSTRIES INC,2010q1,STS,0
DONEGAL GROUP INC,2010q1,DGICA,0
ALBANY INTL CORP  -CL A,2010q1,AIN,0
WESTERN REFINING INC,2010q1,WNR,0
DELPHI FINANCIAL GROUP INC,2010q1,DFG,0
TRANS WORLD ENTMT CORP,2010q1,TWMC,0
EMS TECHNOLOGIES INC,2010q1,ELMG,0
RED HAT INC,2010q1,RHT,0
AMGEN INC,2010q1,AMGN,0
HEALTH GRADES INC,2010q1,HGRD,0
INVESCO MORTGAGE CAPITAL INC,2010q1,IVR,0
TARGET CORP,2010q1,TGT,0
VITESSE SEMICONDUCTOR CORP,2010q1,VTSS,0
MDU COMMUNICATIONS INTL INC,2010q1,MDTV,0
CURTISS-WRIGHT CORP,2010q1,CW,0
NEUROCRINE BIOSCIENCES INC,2010q1,NBIX,0
WATSCO INC,2010q1,WSO,0
CARDTRONICS PLC,2010q1,CATM,0
VIRTUAL RADIOLOGIC CORP,2010q1,VRAD,0
MATRIX SERVICE CO,2010q1,MTRX,0
UNUM GROUP,2010q1,UNM,0
MDC HOLDINGS INC,2010q1,MDC,0
AGCO CORP,2010q1,AGCO,0
COVENTRY HEALTH CARE INC,2010q1,CVH,0
PHARMERICA CORP,2010q1,PMC,0
GRAND CANYON EDUCATION INC,2010q1,LOPE,0
ADTRAN INC,2010q1,ADTN,0
PRIDE INTERNATIONAL INC,2010q1,PDE,0
HEALTH NET INC,2010q1,HNT,0
BIOCLINICA INC,2010q1,BIOC.1,0
SCIENTIFIC GAMES CORP,2010q1,SGMS,0
FOSSIL GROUP INC,2010q1,FOSL,0
GREEN PLAINS INC,2010q1,GPRE,.013713659
THERAGENICS CORP,2010q1,TGX,0
PARKERVISION INC,2010q1,PRKR,0
URBAN OUTFITTERS INC,2010q1,URBN,0
VERISK ANALYTICS INC,2010q1,VRSK,0
NOVELL INC,2010q1,NOVL,0
METHODE ELECTRONICS INC,2010q1,MEI,0
DURECT CORP,2010q1,DRRX,0
SANDERSON FARMS INC,2010q1,SAFM,0
PRIMEDIA INC,2010q1,PRM,0
ROSETTA STONE INC,2010q1,RST,0
SAPIENT CORP,2010q1,SAPE,0
STEPAN CO,2010q1,SCL,0
MONOTYPE IMAGING HOLDINGS,2010q1,TYPE,0
SIMS METAL MGMT LTD,2010q1,SMSMY,0
GEORESOURCES INC,2010q2,GEOI,0
BREITBURN ENERGY PARTNERS LP,2010q2,BBEPQ,0
SUPPORT.COM INC,2010q2,SPRT,0
LODGENET INTERACTIVE CORP,2010q2,LNETQ,0
TEAM HEALTH HOLDINGS INC,2010q2,TMH,0
ADVENT SOFTWARE INC,2010q2,ADVS,0
CONN'S INC,2010q2,CONN,0
COMSTOCK RESOURCES INC -OLD,2010q2,CRK.5,0
ENERNOC INC,2010q2,ENOC,0
PRESSTEK INC,2010q2,PRST,0
CELSION CORP,2010q2,CLSN,0
GYMBOREE CORP,2010q2,0160A,0
IDEXX LABS INC,2010q2,IDXX,0
THERMO FISHER SCIENTIFIC INC,2010q2,TMO,0
ATNA RESOURCES LTD,2010q2,ATNAQ,0
MONSANTO CO,2010q2,MON,0
COSI INC,2010q2,COSIQ,0
LOJACK CORP,2010q2,LOJN,0
BPZ RESOURCES INC,2010q2,BPZRQ,0
SOLTA MEDICAL INC,2010q2,SLTM,0
HEICO CORP,2010q2,HEI,0
INTL BUSINESS MACHINES CORP,2010q2,IBM,0
TRANSCEPT PHARMACEUTICALS,2010q2,TSPT,0
BIOMED REALTY TRUST INC,2010q2,BMR,0
DELTA APPAREL INC,2010q2,DLA,0
INSITE VISION INC,2010q2,INSV,0
BEACON ROOFING SUPPLY INC,2010q2,BECN,0
ANALOGIC CORP,2010q2,ALOG,0
STAAR SURGICAL CO,2010q2,STAA,0
CHIMERA INVESTMENT CORP,2010q2,CIM,0
CECO ENVIRONMENTAL CORP,2010q2,CECE,0
MKS INSTRUMENTS INC,2010q2,MKSI,0
CSX CORP,2010q2,CSX,0
CINCINNATI BELL INC,2010q2,CBB,0
CASTLE (A M) & CO,2010q2,CTAM,0
ORBITZ WORLDWIDE INC,2010q2,OWW,0
ADVANCED MICRO DEVICES,2010q2,AMD,0
AMERICAN BIO MEDICA CORP,2010q2,ABMC,0
GLOBAL GEOPHYSICAL SVCS INC,2010q2,GEGSQ,0
BIDZ.COM INC,2010q2,BIDZ,0
RAVEN INDUSTRIES INC,2010q2,RAVN,0
METROPCS COMMUNICATIONS INC,2010q2,PCS,0
ZIPREALTY INC,2010q2,ZIPR,0
NETGEAR INC,2010q2,NTGR,0
COLUMBUS MCKINNON CORP,2010q2,CMCO,0
AUTOMATIC DATA PROCESSING,2010q2,ADP,0
COUSINS PROPERTIES INC,2010q2,CUZ,0
GETTY REALTY CORP,2010q2,GTY,0
HARSCO CORP,2010q2,HSC,0
NEWMARKET CORP,2010q2,NEU,0
BRISTOW GROUP INC,2010q2,BRSWQ,0
CONMED CORP,2010q2,CNMD,0
DUPONT FABROS TECHNOLOGY INC,2010q2,DFT,0
AMDOCS,2010q2,DOX,0
C&D TECHNOLOGIES INC,2010q2,CHHP.1,0
ACCO BRANDS CORP,2010q2,ACCO,0
ORASURE TECHNOLOGIES INC,2010q2,OSUR,0
ENERSYS,2010q2,ENS,0
AEP INDUSTRIES INC,2010q2,AEPI,0
AFLAC INC,2010q2,AFL,0
ATWOOD OCEANICS,2010q2,ATW,0
CAPSTEAD MORTGAGE CORP,2010q2,CMO,0
HESKA CORP,2010q2,HSKA,0
URS CORP,2010q2,URS,0
DANAHER CORP,2010q2,DHR,0
TAKE-TWO INTERACTIVE SFTWR,2010q2,TTWO,0
INTERDIGITAL INC,2010q2,IDCC,0
BROOKS AUTOMATION INC,2010q2,BRKS,0
APPLIED MATERIALS INC,2010q2,AMAT,0
WMS INDUSTRIES INC,2010q2,WMS.1,0
PREMIER EXHIBITIONS INC,2010q2,PRXIQ,0
PIER 1 IMPORTS INC/DE,2010q2,PIR,0
ALDILA INC,2010q2,ALDA.1,0
INSIGHT HEALTH SVCS HLDG CP,2010q2,ISGTQ,0
ALION SCIENCE AND TECHNOLOGY,2010q2,0712B,0
CARRIAGE SERVICES INC,2010q2,CSV,0
MEDICINES CO (THE),2010q2,MDCO,0
JO-ANN STORES INC,2010q2,JAS,0
ANNALY CAPITAL MANAGEMENT,2010q2,NLY,0
ARBITRON INC,2010q2,ARB,0
HOST HOTELS & RESORTS LP,2010q2,HST1,0
CUMULUS MEDIA INC,2010q2,CMLS,0
CHIQUITA BRANDS INTL INC,2010q2,CQB,0
ARRAY BIOPHARMA INC,2010q2,ARRY,0
CELGENE CORP,2010q2,CELG,0
AMYLIN PHARMACEUTICALS INC,2010q2,AMLN,0
BAXTER INTERNATIONAL INC,2010q2,BAX,0
VIRTUSA CORP,2010q2,VRTU,0
BRIGHTPOINT INC,2010q2,CELL,0
KNOLL INC,2010q2,KNL,0
WORLDGATE COMMUNICATIONS INC,2010q2,WGATQ,0
VONAGE HOLDINGS CORP,2010q2,VG,0
MEDIWARE INFORMATION SYSTEMS,2010q2,MEDW,0
ACADIA REALTY TRUST,2010q2,AKR,0
CABOT MICROELECTRONICS CORP,2010q2,CCMP,0
ON SEMICONDUCTOR CORP,2010q2,ON,0
ASHLAND GLOBAL HOLDINGS INC,2010q2,ASH,0
JAKKS PACIFIC INC,2010q2,JAKK,0
CLARCOR INC,2010q2,CLC,0
ENDWAVE CORP,2010q2,ENWV,0
LIVE NATION ENTERTAINMENT,2010q2,LYV,0
MINDSPEED TECHNOLOGIES INC,2010q2,MSPD,0
AGA MEDICAL HOLDINGS INC,2010q2,AGAM,0
US DATAWORKS INC,2010q2,UDWKQ,0
EAGLE BULK SHIPPING INC,2010q2,EGLE,0
B&G FOODS INC,2010q2,BGS,0
COGNIZANT TECH SOLUTIONS,2010q2,CTSH,0
SIMULATIONS PLUS INC,2010q2,SLP,0
AVX CORP,2010q2,AVX,0
EPIQ SYSTEMS INC,2010q2,EPIQ,0
SIGMA-ALDRICH CORP,2010q2,SIAL,0
NANOPHASE TECHNOLOGIES CORP,2010q2,NANX,0
HALLIBURTON CO,2010q2,HAL,0
DYNEGY INC,2010q2,DYN,0
COURIER CORP,2010q2,CRRC,0
J CREW GROUP INC,2010q2,0190A,0
JOHN BEAN TECHNOLOGIES,2010q2,JBT,0
ULTRA PETROLEUM CORP,2010q2,UPLC,0
CHURCHILL DOWNS INC,2010q2,CHDN,0
CARDIAC SCIENCE CORP,2010q2,CSCX,0
CONSOLIDATED GRAPHICS INC,2010q2,CGX,0
ROYAL CARIBBEAN CRUISES LTD,2010q2,RCL,0
I D SYSTEMS INC,2010q2,IDSY,0
AMERICAN DENTAL PARTNERS INC,2010q2,ADPI,0
SONOSITE INC,2010q2,SONO.1,0
SUPERIOR ENERGY SERVICES INC,2010q2,SPN,0
ARTS WAY MFG INC,2010q2,ARTW,0
ZEP INC,2010q2,ZEP,0
LINCOLN NATIONAL CORP,2010q2,LNC,0
ATC TECHNOLOGY CORP,2010q2,ATAC.1,0
QUICKSILVER RESOURCES INC,2010q2,KWKAQ,0
CLEAN ENERGY FUELS CORP,2010q2,CLNE,0
ATP OIL & GAS CORP,2010q2,ATPAQ,0
INTUIT INC,2010q2,INTU,0
NETAPP INC,2010q2,NTAP,0
AIR TRANSPORT SERVICES GROUP,2010q2,ATSG,0
KEY ENERGY SERVICES INC,2010q2,KEG,0
MEDIA SCIENCES INTL INC,2010q2,MSII,0
SUREWEST COMMUNICATIONS,2010q2,SURW,0
GENUINE PARTS CO,2010q2,GPC,0
HUMANA INC,2010q2,HUM,0
GLOBAL INDUSTRIES LTD,2010q2,GLBL.1,0
HEARTWARE INTERNATIONAL INC,2010q2,HTWR,0
HILL-ROM HOLDINGS INC,2010q2,HRC,0
HOSPITALITY PROPERTIES TRUST,2010q2,HPT,0
FOREST LABORATORIES  -CL A,2010q2,FRX,0
NUTRISYSTEM INC,2010q2,NTRI,0
THOMAS PROPERTIES GROUP,2010q2,TPGI,0
WINTHROP REALTY TRUST,2010q2,FUR,0
ENTROPIC COMMUNICATIONS INC,2010q2,ENTR.1,0
NEW FRONTIER MEDIA INC,2010q2,NOOF,0
BIOMARIN PHARMACEUTICAL INC,2010q2,BMRN,0
RADNET INC,2010q2,RDNT,0
OWENS & MINOR INC,2010q2,OMI,0
MOSYS INC,2010q2,MOSY,0
MURPHY OIL CORP,2010q2,MUR,0
BIOMET INC,2010q2,5938B,0
IMPERIAL SUGAR CO,2010q2,IPSU,0
ST JUDE MEDICAL INC,2010q2,STJ,0
ATMI INC,2010q2,ATMI,0
FORTINET INC,2010q2,FTNT,0
ALLIED MOTION TECHNOLOGIES,2010q2,AMOT,0
CORE MARK HOLDING CO INC,2010q2,CORE,0
GAMETECH INTERNATIONAL INC,2010q2,GMTCQ,0
QUALSTAR CORP,2010q2,QBAK,0
UNIVERSAL ELECTRONICS INC,2010q2,UEIC,0
HARVARD BIOSCIENCE INC,2010q2,HBIO,0
ELLIS PERRY INTL INC,2010q2,PERY,0
NAVISTAR INTERNATIONAL CORP,2010q2,NAV,0
FALCONSTOR SOFTWARE INC,2010q2,FALCD,0
COMPOSITE TECHNOLOGY CORP,2010q2,CPTCQ,0
UNVL STAINLESS & ALLOY PRODS,2010q2,USAP,0
PEGASYSTEMS INC,2010q2,PEGA,0
FLUOR CORP,2010q2,FLR,0
SUPREME INDUSTRIES INC,2010q2,STS,0
DISCOVERY INC,2010q2,DISCA,0
ADVANCED ANALOGIC TECH,2010q2,AATI,0
UROLOGIX INC,2010q2,ULGX,0
SENIOR HOUSING PPTYS TRUST,2010q2,SNH,0
FRONTIER COMMUNICATIONS CORP,2010q2,FTR,0
QUINSTREET INC,2010q2,QNST,0
MORTONS RESTAURANT GROUP INC,2010q2,MRT.3,0
AUTHENTEC INC,2010q2,AUTH,0
COST PLUS INC,2010q2,CPWM,0
TRUE RELIGION APPAREL INC,2010q2,TRLG,0
BLACKBOARD INC,2010q2,BBBB,0
PATTERSON-UTI ENERGY INC,2010q2,PTEN,0
ADEPT TECHNOLOGY INC,2010q2,ADEP,0
MEADWESTVACO CORP,2010q2,MWV,0
NOBLE ENERGY INC,2010q2,NBL,0
OCCAM NETWORKS INC,2010q2,OCNW,0
MICROS SYSTEMS INC,2010q2,MCRS,0
BROADWIND ENERGY INC,2010q2,BWEN,0
ARI NETWORK SERVICES INC,2010q2,ARIS,0
RADIANT SYSTEMS INC,2010q2,RADS,0
MAXWELL TECHNOLOGIES INC,2010q2,MXWL,0
LAWSON SOFTWARE INC,2010q2,LWSN,0
CARDTRONICS PLC,2010q2,CATM,0
INSPIRE PHARMACEUTICALS INC,2010q2,ISPH,0
KIRKLAND'S INC,2010q2,KIRK,0
CADENCE PHARMACEUTICALS INC,2010q2,CADX,0
COMMUNITY HEALTH SYSTEMS INC,2010q2,CYH,0
PRIMERICA INC,2010q2,PRI,0
TELLABS INC,2010q2,TLAB,0
MDC HOLDINGS INC,2010q2,MDC,0
MEDCO HEALTH SOLUTIONS INC,2010q2,MHS,0
VOLCOM INC,2010q2,VLCM,0
LOOKSMART GROUP INC,2010q2,LKST,0
DRESSER-RAND GROUP INC,2010q2,DRC,0
DYNAMEX INC,2010q2,DDMX.1,0
AMERICAN SOFTWARE  -CL A,2010q2,AMSWA,0
CPI AEROSTRUCTURES INC,2010q2,CVU,0
NATIONAL RESEARCH CORP,2010q2,NRC,0
ANIKA THERAPEUTICS INC,2010q2,ANIK,0
CHAPARRAL ENERGY INC,2010q2,CHAP,0
SUSSER HOLDINGS CORP,2010q2,SUSS,0
HEALTHCARE SERVICES GROUP,2010q2,HCSG,0
DELEK US HOLDINGS INC,2010q2,DK,0
MISTRAS GROUP INC,2010q2,MG,0
FREDS INC,2010q2,FRED,0
HORMEL FOODS CORP,2010q2,HRL,0
LEARNING TREE INTL INC,2010q2,LTRE,0
GENTIVA HEALTH SERVICES INC,2010q2,GTIV,0
CVR ENERGY INC,2010q2,CVI,0
DENNYS CORP,2010q2,DENN,0
AVEO PHARMACEUTICALS INC,2010q2,AVEO,0
KELLY SERVICES INC  -CL A,2010q2,KELYA,0
PACKAGING CORP OF AMERICA,2010q2,PKG,0
CHRISTOPHER & BANKS CORP,2010q2,CBKC,0
TW TELECOM INC,2010q2,TWTC,0
ARGON ST INC,2010q2,STST.1,0
COMCAST CORP,2010q2,CMCSA,0
AVERY DENNISON CORP,2010q2,AVY,0
AWARE INC,2010q2,AWRE,0
GLIMCHER REALTY TRUST,2010q2,GRT,0
STANCORP FINANCIAL GROUP INC,2010q2,SFG,0
COPART INC,2010q2,CPRT,0
NEUSTAR INC,2010q2,NSR,0
PS BUSINESS PARKS,2010q2,PSB,0
NETWORK EQUIPMENT TECH INC,2010q2,NWK,0
G&K SERVICES INC  -CL A,2010q2,GK,0
SAVVIS INC,2010q2,SVVS,0
GIBRALTAR INDUSTRIES INC,2010q2,ROCK,0
PROLOGIS INC,2010q2,PLD,0
BRADY CORP,2010q2,BRC,0
FX ENERGY INC,2010q2,FXEN,0
CONCUR TECHNOLOGIES INC,2010q2,CNQR,0
OSTEOTECH INC,2010q2,OSTE,0
ACORDA THERAPEUTICS INC,2010q2,ACOR,0
ALEXION PHARMACEUTICALS INC,2010q2,ALXN,0
COGENT INC,2010q2,COGT.1,0
CRAWFORD & CO,2010q2,CRD.A,0
DEERE & CO,2010q2,DE,0
CELSIUS HOLDINGS INC,2010q2,CELH,0
CALGON CARBON CORP,2010q2,CCC.1,0
INTRUSION INC,2010q2,INTZ,0
LIBERTY PROPERTY TRUST,2010q2,LPT,0
EAGLE MATERIALS INC,2010q2,EXP,0
AMEDISYS INC,2010q2,AMED,0
RPC INC,2010q2,RES,0
BALLY TECHNOLOGIES INC,2010q2,BYI,0
FEDERAL SIGNAL CORP,2010q2,FSS,0
